id,name,label,description,color,fillColor,weight,rawWeight,lat,lng,emoji,notes,source,target,edgeLabel,edgeColor,edgeWeight,relationship,extra
libpangocairo-1.0-0,libpangocairo-1.0-0,libpangocairo-1.0-0,Layout and rendering of internationalized text,,,1,1,,,,Section=libs; Version=1.56.3-1,,,,,,,
libwacom9,libwacom9,libwacom9,Wacom model feature query library,,,1,1,,,,Section=libs; Version=2.14.0-1,,,,,,,
libwayland-client0,libwayland-client0,libwayland-client0,wayland compositor infrastructure - client library,,,1,1,,,,Section=libs; Version=1.23.1-3,,,,,,,
libxfixes3,libxfixes3,libxfixes3,X11 miscellaneous 'fixes' extension library,,,1,1,,,,Section=libs; Version=1:6.0.0-2+b4,,,,,,,
libxi6,libxi6,libxi6,X11 Input extension library,,,1,1,,,,Section=libs; Version=2:1.8.2-1,,,,,,,
iio-sensor-proxy,iio-sensor-proxy,iio-sensor-proxy,IIO sensors to D-Bus proxy,,,1,1,,,,Section=utils; Version=3.7-3,,,,,,,
pkexec,pkexec,pkexec,run commands as another user with polkit authorization,,,1,1,,,,Section=admin; Version=126-2,,,,,,,
x11-xserver-utils,x11-xserver-utils,x11-xserver-utils,X server utilities,,,1,1,,,,Section=x11; Version=7.7+11,,,,,,,
libadwaita-1-0,libadwaita-1-0,libadwaita-1-0,Library with GTK widgets for mobile phones,,,1,1,,,,Section=libs; Version=1.7.6-1~deb13u1,,,,,,,
libgtk-4-1,libgtk-4-1,libgtk-4-1,GTK graphical user interface library,,,1,1,,,,Section=libs; Version=4.18.6+ds-2,,,,,,,
zenity-common,zenity-common,zenity-common,Display graphical dialog boxes from shell scripts (common files),,,1,1,,,,Section=gnome; Version=4.1.90-1,,,,,,,
dconf-service,dconf-service,dconf-service,simple configuration storage system - D-Bus service,,,1,1,,,,Section=libs; Version=0.40.0-5,,,,,,,
libdconf1,libdconf1,libdconf1,simple configuration storage system - runtime library,,,1,1,,,,Section=libs; Version=0.40.0-5,,,,,,,
libasound2-data,libasound2-data,libasound2-data,Configuration files and profiles for ALSA drivers,,,1,1,,,,Section=libs; Version=1.2.14-1,,,,,,,
libgcc-s1,libgcc-s1,libgcc-s1,GCC support library,,,1,1,,,,Section=libs; Version=14.2.0-19,,,,,,,
libidn2-0,libidn2-0,libidn2-0,Internationalized domain names (IDNA2008/TR46) library,,,1,1,,,,Section=libs; Version=2.3.8-2,,,,,,,
libfreetype6,libfreetype6,libfreetype6,"FreeType 2 font engine, shared library files",,,1,1,,,,Section=libs; Version=2.13.3+dfsg-1,,,,,,,
libpixman-1-0,libpixman-1-0,libpixman-1-0,pixel-manipulation library for X and cairo,,,1,1,,,,Section=libs; Version=0.44.0-3,,,,,,,
libpng16-16t64,libpng16-16t64,libpng16-16t64,PNG library - runtime (version 1.6),,,1,1,,,,Section=libs; Version=1.6.48-1,,,,,,,
libxcb-render0,libxcb-render0,libxcb-render0,"X C Binding, render extension",,,1,1,,,,Section=libs; Version=1.17.0-2+b1,,,,,,,
libxcb-shm0,libxcb-shm0,libxcb-shm0,"X C Binding, shm extension",,,1,1,,,,Section=libs; Version=1.17.0-2+b1,,,,,,,
libxcb1,libxcb1,libxcb1,X C Binding,,,1,1,,,,Section=libs; Version=1.17.0-2+b1,,,,,,,
libxrender1,libxrender1,libxrender1,X Rendering Extension client library,,,1,1,,,,Section=libs; Version=1:0.9.12-1,,,,,,,
zlib1g,zlib1g,zlib1g,compression library - runtime,,,1,1,,,,Section=libs; Version=1:1.3.dfsg+really1.3.1-1+b1,,,,,,,
libcanberra-gtk3-module,libcanberra-gtk3-module,libcanberra-gtk3-module,translates GTK3 widgets signals to event sounds,,,1,1,,,,Section=libs; Version=0.30-18,,,,,,,
libltdl7,libltdl7,libltdl7,System independent dlopen wrapper for GNU libtool,,,1,1,,,,Section=libs; Version=2.5.4-4,,,,,,,
