id,name,label,description,color,fillColor,weight,rawWeight,lat,lng,emoji,notes,source,target,edgeLabel,edgeColor,edgeWeight,relationship,extra
"libpam-doc","libpam-doc","libpam-doc","Documentation of PAM","","","1","1","","","","Section=doc; Version=1.7.0-5","","","","","",""
