id,name,label,description,color,fillColor,weight,rawWeight,lat,lng,start,end,time,date,source,target,edgeLabel,edgeColor,edgeWeight,relationship,enlightement,emoji,extra
module:imports/ui/components/SidePanel/settings/Settings.jsx,imports/ui/components/SidePanel/settings/Settings.jsx,imports/ui/components/SidePanel/settings/Settings.jsx,module,#1f77b4,,,,,,,,,,,,,,,,module,,"{""id"":""module:imports/ui/components/SidePanel/settings/Settings.jsx"",""label"":""imports/ui/components/SidePanel/settings/Settings.jsx"",""type"":""module"",""exports"":[""Settings""],""functionCount"":2,""hasDefaultExport"":true,""errors"":[]}"
module:imports/ui/components/TopogramGeoMap.jsx,imports/ui/components/TopogramGeoMap.jsx,imports/ui/components/TopogramGeoMap.jsx,module,#1f77b4,,,,,,,,,,,,,,,,module,,"{""id"":""module:imports/ui/components/TopogramGeoMap.jsx"",""label"":""imports/ui/components/TopogramGeoMap.jsx"",""type"":""module"",""exports"":[""TopogramGeoMap""],""functionCount"":3,""hasDefaultExport"":true,""errors"":[]}"
module:imports/ui/components/charts/Charts.jsx,imports/ui/components/charts/Charts.jsx,imports/ui/components/charts/Charts.jsx,module,#1f77b4,,,,,,,,,,,,,,,,module,,"{""id"":""module:imports/ui/components/charts/Charts.jsx"",""label"":""imports/ui/components/charts/Charts.jsx"",""type"":""module"",""exports"":[],""functionCount"":6,""hasDefaultExport"":true,""errors"":[]}"
module:imports/ui/components/charts/ChartsStats.jsx,imports/ui/components/charts/ChartsStats.jsx,imports/ui/components/charts/ChartsStats.jsx,module,#1f77b4,,,,,,,,,,,,,,,,module,,"{""id"":""module:imports/ui/components/charts/ChartsStats.jsx"",""label"":""imports/ui/components/charts/ChartsStats.jsx"",""type"":""module"",""exports"":[],""functionCount"":0,""hasDefaultExport"":false,""errors"":[]}"
module:imports/ui/components/charts/RechartsDonutChart.jsx,imports/ui/components/charts/RechartsDonutChart.jsx,imports/ui/components/charts/RechartsDonutChart.jsx,module,#1f77b4,,,,,,,,,,,,,,,,module,,"{""id"":""module:imports/ui/components/charts/RechartsDonutChart.jsx"",""label"":""imports/ui/components/charts/RechartsDonutChart.jsx"",""type"":""module"",""exports"":[""RechartsDonutChart""],""functionCount"":5,""hasDefaultExport"":true,""errors"":[]}"
module:imports/ui/components/charts/__tests__/sparkline.test.js,imports/ui/components/charts/__tests__/sparkline.test.js,imports/ui/components/charts/__tests__/sparkline.test.js,module,#1f77b4,,,,,,,,,,,,,,,,module,,"{""id"":""module:imports/ui/components/charts/__tests__/sparkline.test.js"",""label"":""imports/ui/components/charts/__tests__/sparkline.test.js"",""type"":""module"",""exports"":[],""functionCount"":0,""hasDefaultExport"":false,""errors"":[]}"
module:imports/ui/components/charts/sparkline.js,imports/ui/components/charts/sparkline.js,imports/ui/components/charts/sparkline.js,module,#1f77b4,,,,,,,,,,,,,,,,module,,"{""id"":""module:imports/ui/components/charts/sparkline.js"",""label"":""imports/ui/components/charts/sparkline.js"",""type"":""module"",""exports"":[],""functionCount"":3,""hasDefaultExport"":false,""errors"":[]}"
module:imports/ui/components/chartsOptions/ChartOptions.jsx,imports/ui/components/chartsOptions/ChartOptions.jsx,imports/ui/components/chartsOptions/ChartOptions.jsx,module,#1f77b4,,,,,,,,,,,,,,,,module,,"{""id"":""module:imports/ui/components/chartsOptions/ChartOptions.jsx"",""label"":""imports/ui/components/chartsOptions/ChartOptions.jsx"",""type"":""module"",""exports"":[],""functionCount"":0,""hasDefaultExport"":true,""errors"":[]}"
module:imports/ui/components/export/ExportTopogramButton.jsx,imports/ui/components/export/ExportTopogramButton.jsx,imports/ui/components/export/ExportTopogramButton.jsx,module,#1f77b4,,,,,,,,,,,,,,,,module,,"{""id"":""module:imports/ui/components/export/ExportTopogramButton.jsx"",""label"":""imports/ui/components/export/ExportTopogramButton.jsx"",""type"":""module"",""exports"":[""ExportTopogramButton""],""functionCount"":6,""hasDefaultExport"":true,""errors"":[]}"
module:imports/ui/components/geoMap/CesiumMap.jsx,imports/ui/components/geoMap/CesiumMap.jsx,imports/ui/components/geoMap/CesiumMap.jsx,module,#1f77b4,,,,,,,,,,,,,,,,module,,"{""id"":""module:imports/ui/components/geoMap/CesiumMap.jsx"",""label"":""imports/ui/components/geoMap/CesiumMap.jsx"",""type"":""module"",""exports"":[],""functionCount"":8,""hasDefaultExport"":true,""errors"":[]}"
